node,sample,,index_sampled,rt_sampled,index,subj_idx,study,phase,trial,offer,fair_cat,rev_con,response,rt,rev_cat,rev_centered,fair_con
wfpt.16,0,44,5732,0.8916751542962278,5732,16,Victim,group,161,0.800000000000001,unfair,3.0,1,0.7433848130021942,Three,1.0,1
wfpt.16,0,45,5736,1.5492008974635256,5736,16,Victim,group,165,0.699999999999999,unfair,2.0,1,1.00713344699761,Two,0.0,1
wfpt.16,0,46,5737,1.2464008974635254,5737,16,Victim,group,166,0.19999999999999898,unfair,2.0,1,0.647635989000264,Two,0.0,1
wfpt.16,0,47,5740,0.7184008974635254,5740,16,Victim,group,169,0.5,unfair,2.0,1,0.9471859729965221,Two,0.0,1
wfpt.16,0,48,5744,1.4384008974635254,5744,16,Victim,group,173,0.5,unfair,2.0,1,0.6106401430006371,Two,0.0,1
wfpt.16,0,49,5748,1.4138008974635254,5748,16,Victim,group,177,0.9,unfair,2.0,1,0.754101020000235,Two,0.0,1
wfpt.16,0,50,5749,0.6108082086299794,5749,16,Victim,group,178,0.0999999999999996,unfair,0.0,1,1.51906931999838,Zero,-3.0,1
wfpt.16,0,51,5750,0.7804082086299795,5750,16,Victim,group,179,0.5,unfair,0.0,1,0.887802519995603,Zero,-3.0,1
wfpt.16,0,52,5751,0.8035402861823997,5751,16,Victim,group,180,0.5,unfair,4.0,1,0.791540765996615,Four,3.0,1
wfpt.16,0,53,5752,1.512875154296228,5752,16,Victim,group,181,0.800000000000001,unfair,3.0,1,0.7454918660005211,Three,1.0,1
wfpt.16,0,54,5754,0.7095897164839375,5754,16,Victim,alone,183,1.2,unfair,,1,0.873793056998693,Alone,,1
wfpt.16,0,55,5760,0.9220433981350113,5760,16,Victim,group,189,1.0,unfair,1.0,1,0.987515865002933,One,-1.0,1
wfpt.16,0,56,5766,-0.6729955492130442,5766,16,Victim,group,195,0.5,unfair,0.0,1,1.5398761450051102,Zero,-3.0,1
wfpt.16,0,57,5768,0.9360082086299794,5768,16,Victim,group,197,0.4,unfair,0.0,1,1.56944207399647,Zero,-3.0,1
wfpt.16,0,58,5775,1.2966433981350114,5775,16,Victim,group,204,0.19999999999999898,unfair,1.0,1,1.0228068059950601,One,-1.0,1
wfpt.16,0,59,5779,0.6956008974635254,5779,16,Victim,group,208,1.0,unfair,2.0,1,0.9214714390036529,Two,0.0,1
wfpt.16,0,60,5782,0.7470751542962278,5782,16,Victim,group,211,1.0,unfair,3.0,1,0.776314693001041,Three,1.0,1
wfpt.16,0,61,5784,1.617075154296228,5784,16,Victim,group,213,0.800000000000001,unfair,3.0,1,1.2086990989992,Three,1.0,1
wfpt.16,0,62,5785,1.0962751542962277,5785,16,Victim,group,215,0.0999999999999996,unfair,3.0,1,0.9788896859972741,Three,1.0,1
wfpt.16,0,63,5789,1.2669402861823997,5789,16,Victim,group,219,0.9,unfair,4.0,1,0.8665770589941529,Four,3.0,1
wfpt.16,0,64,5791,0.6348751542962279,5791,16,Victim,group,222,0.6,unfair,3.0,1,1.26606816099957,Three,1.0,1
wfpt.16,0,65,5792,0.9947402861823997,5792,16,Victim,group,223,0.800000000000001,unfair,4.0,1,0.7727160690046729,Four,3.0,1
wfpt.16,0,66,5793,0.6506433981350115,5793,16,Victim,group,224,1.0,unfair,1.0,1,0.973418258996389,One,-1.0,1
wfpt.16,0,67,5795,1.0740082086299794,5795,16,Victim,group,226,0.9,unfair,0.0,1,1.57293654700334,Zero,-3.0,1
wfpt.16,0,68,5796,0.9068751542962279,5796,16,Victim,group,227,1.1,unfair,3.0,1,0.7427238309974201,Three,1.0,1
wfpt.16,0,69,5797,0.7153897164839376,5797,16,Victim,alone,228,1.0,unfair,,1,0.7054653700033671,Alone,,1
wfpt.16,0,70,5801,0.7490008974635254,5801,16,Victim,group,234,0.6,unfair,2.0,1,1.06549965200247,Two,0.0,1
wfpt.16,0,71,5803,1.3844008974635256,5803,16,Victim,group,237,0.4,unfair,2.0,1,1.01349775400013,Two,0.0,1
wfpt.16,0,72,5804,0.8316082086299794,5804,16,Victim,group,238,0.6,unfair,0.0,1,1.7806087639983201,Zero,-3.0,1
wfpt.16,0,73,5812,0.6680082086299794,5812,16,Victim,group,246,1.2,unfair,0.0,1,1.0778221639993701,Zero,-3.0,1
wfpt.16,0,74,5819,0.8871897164839375,5819,16,Victim,alone,255,0.9,unfair,,1,0.8422693090033141,Alone,,1
wfpt.16,0,75,5820,0.6742751542962279,5820,16,Victim,group,256,1.0,unfair,3.0,1,0.547281421997468,Three,1.0,1
wfpt.16,0,76,5824,0.7766751542962278,5824,16,Victim,group,260,0.5,unfair,3.0,1,0.9326849700009922,Three,1.0,1
wfpt.16,0,77,5825,1.7796433981350115,5825,16,Victim,group,261,1.1,unfair,1.0,1,2.5727201210029302,One,-1.0,1
wfpt.16,0,78,5826,-0.7027955492130442,5826,16,Victim,group,262,1.3,unfair,0.0,1,0.9702108359997509,Zero,-3.0,1
wfpt.16,0,79,5832,1.3292008974635257,5832,16,Victim,group,268,0.6,unfair,2.0,1,0.9078434679977359,Two,0.0,1
wfpt.16,0,80,5836,1.6700082086299795,5836,16,Victim,group,272,0.699999999999999,unfair,0.0,1,1.16147152199846,Zero,-3.0,1
wfpt.16,0,81,5838,1.2798433981350115,5838,16,Victim,group,274,0.699999999999999,unfair,1.0,1,0.870257888003835,One,-1.0,1
wfpt.16,0,82,5839,1.3000433981350115,5839,16,Victim,group,275,0.5,unfair,1.0,1,0.757588287997351,One,-1.0,1
wfpt.16,0,83,5852,0.6087897164839375,5852,16,Victim,alone,288,0.5,unfair,,1,0.8442766260050121,Alone,,1
wfpt.16,0,84,5854,1.1558082086299792,5854,16,Victim,group,290,1.0,unfair,0.0,1,2.78008339100052,Zero,-3.0,1
wfpt.16,0,85,5857,1.017275154296228,5857,16,Victim,group,293,0.5,unfair,3.0,1,0.810983121002209,Three,1.0,1
wfpt.16,0,86,5859,0.6708751542962278,5859,16,Victim,group,295,1.0,unfair,3.0,1,0.682802602997981,Three,1.0,1
wfpt.16,0,87,5862,0.6513402861823998,5862,16,Victim,group,298,0.19999999999999898,unfair,4.0,1,1.1372552210014,Four,3.0,1
wfpt.16,0,88,5863,0.6829402861823998,5863,16,Victim,group,300,0.6,unfair,4.0,1,1.1484725650007,Four,3.0,1
wfpt.16,0,89,5867,0.9794008974635253,5867,16,Victim,group,304,0.9,unfair,2.0,1,0.624590721003187,Two,0.0,1
wfpt.16,0,90,5873,1.0725402861823998,5873,16,Victim,group,310,0.699999999999999,unfair,4.0,1,0.676817203006067,Four,3.0,1
wfpt.16,0,91,5875,0.9611402861823999,5875,16,Victim,group,312,0.30000000000000104,unfair,4.0,1,0.570751309998741,Four,3.0,1
wfpt.16,0,92,5876,1.679275154296228,5876,16,Victim,group,313,1.0,unfair,3.0,1,0.6421662969951291,Three,1.0,1
wfpt.16,0,93,5879,1.2330433981350115,5879,16,Victim,group,316,0.4,unfair,1.0,1,1.9955336269995299,One,-1.0,1
wfpt.16,0,94,5882,0.5799897164839376,5882,16,Victim,alone,319,0.4,unfair,,1,0.713792990005459,Alone,,1
wfpt.16,0,95,5883,0.9236082086299793,5883,16,Victim,group,320,1.0,unfair,0.0,1,1.4228603969968399,Zero,-3.0,1
wfpt.16,0,96,5886,0.8848751542962279,5886,16,Victim,group,323,0.800000000000001,unfair,3.0,1,0.740038367999659,Three,1.0,1
wfpt.16,0,97,5887,0.9771402861823997,5887,16,Victim,group,324,0.9,unfair,4.0,1,0.781962440996722,Four,3.0,1
wfpt.16,0,98,5890,0.7614082086299794,5890,16,Victim,group,327,1.0,unfair,0.0,1,0.720357084996067,Zero,-3.0,1
wfpt.16,0,99,5892,0.8138433981350114,5892,16,Victim,group,329,1.0,unfair,1.0,1,1.24666599000193,One,-1.0,1
wfpt.16,0,100,5895,1.0232433981350115,5895,16,Victim,group,332,0.699999999999999,unfair,1.0,1,1.0914826020016302,One,-1.0,1
wfpt.16,0,101,5897,-0.9022715813021881,5897,16,Victim,group,334,0.9,unfair,2.0,1,1.49131447800028,Two,0.0,1
wfpt.16,0,102,5899,0.8275402861823998,5899,16,Victim,group,337,0.9,unfair,4.0,1,1.11434698000085,Four,3.0,1
wfpt.16,0,103,5900,0.7552082086299794,5900,16,Victim,group,339,0.0999999999999996,unfair,0.0,1,1.1763445600008702,Zero,-3.0,1
wfpt.16,0,104,5904,0.8279402861823998,5904,16,Victim,group,343,0.6,unfair,4.0,1,1.4060392519968399,Four,3.0,1
wfpt.16,0,105,5915,0.6224433981350114,5915,16,Victim,group,354,0.4,unfair,1.0,1,0.678363172002719,One,-1.0,1
wfpt.16,0,106,5917,0.9402008974635254,5917,16,Victim,group,356,1.3,unfair,2.0,1,0.75932512700092,Two,0.0,1
wfpt.16,0,107,5918,0.9086008974635253,5918,16,Victim,group,357,0.699999999999999,unfair,2.0,1,0.9181070000049659,Two,0.0,1
wfpt.16,0,108,5925,1.3398008974635256,5925,16,Victim,group,364,0.0999999999999996,unfair,2.0,1,1.00598113500018,Two,0.0,1
wfpt.16,0,109,5926,0.6728751542962279,5926,16,Victim,group,365,0.19999999999999898,unfair,3.0,1,1.8400821979958,Three,1.0,1
wfpt.16,0,110,5928,0.6285402861823998,5928,16,Victim,group,368,1.3,unfair,4.0,1,2.73481240199908,Four,3.0,1
wfpt.16,0,111,5930,0.6675897164839375,5930,16,Victim,alone,370,0.6,unfair,,1,0.7943789380005909,Alone,,1
wfpt.16,0,112,5931,0.9702433981350114,5931,16,Victim,group,371,0.6,unfair,1.0,1,1.2501898780028602,One,-1.0,1
wfpt.16,0,113,5935,0.8618433981350115,5935,16,Victim,group,375,0.4,unfair,1.0,1,0.683429456999875,One,-1.0,1
wfpt.16,0,114,5940,0.8398433981350115,5940,16,Victim,group,380,0.6,unfair,1.0,1,1.0007102679956,One,-1.0,1
wfpt.16,0,115,5944,1.2597897164839378,5944,16,Victim,alone,384,0.19999999999999898,unfair,,1,1.5486173690005702,Alone,,1
wfpt.16,0,116,5945,1.4601402861823998,5945,16,Victim,group,385,0.699999999999999,unfair,4.0,1,1.8318728619997298,Four,3.0,1
wfpt.16,0,117,5952,1.2006751542962277,5952,16,Victim,group,393,1.0,unfair,3.0,1,0.887891393998871,Three,1.0,1
wfpt.16,0,118,5955,0.6167402861823997,5955,16,Victim,group,396,1.2,unfair,4.0,1,0.7653840900020441,Four,3.0,1
wfpt.16,0,119,5956,0.7841897164839375,5956,16,Victim,alone,397,0.800000000000001,unfair,,1,0.704078345996095,Alone,,1
wfpt.16,0,120,5965,0.6861897164839376,5965,16,Victim,alone,406,0.800000000000001,unfair,,1,0.551814350001223,Alone,,1
wfpt.16,0,121,5969,0.6671402861823998,5969,16,Victim,group,410,1.0,unfair,4.0,1,0.839365125000768,Four,3.0,1
wfpt.16,0,122,5972,0.6529897164839376,5972,16,Victim,alone,413,0.5,unfair,,1,0.9924569270006031,Alone,,1
wfpt.16,0,123,5976,0.8500751542962279,5976,16,Victim,group,417,1.2,unfair,3.0,1,0.812638470997626,Three,1.0,1
wfpt.16,0,124,5977,1.6578008974635257,5977,16,Victim,group,418,1.1,unfair,2.0,1,0.6493889970006421,Two,0.0,1
wfpt.16,0,125,5985,2.1485402861823997,5985,16,Victim,group,426,0.4,unfair,4.0,1,0.6579470690048771,Four,3.0,1
wfpt.16,0,126,5989,1.0746433981350114,5989,16,Victim,group,430,0.800000000000001,unfair,1.0,1,3.30331891600508,One,-1.0,1
wfpt.16,0,127,5991,0.6812433981350114,5991,16,Victim,group,432,0.9,unfair,1.0,1,1.8380777710044598,One,-1.0,1
wfpt.16,0,128,5995,1.0215897164839376,5995,16,Victim,alone,436,0.19999999999999898,unfair,,1,0.6074509489990311,Alone,,1
wfpt.16,0,129,5996,1.8132433981350116,5996,16,Victim,group,437,0.5,unfair,1.0,1,0.731825757997285,One,-1.0,1
wfpt.16,0,130,5997,1.6730082086299796,5997,16,Victim,group,438,0.4,unfair,0.0,1,1.42074966599466,Zero,-3.0,1
wfpt.16,0,131,5998,0.8287402861823998,5998,16,Victim,group,439,1.1,unfair,4.0,1,2.3312120999980803,Four,3.0,1
wfpt.16,0,132,6001,1.1130008974635255,6001,16,Victim,group,442,0.699999999999999,unfair,2.0,1,1.48244071700174,Two,0.0,1
wfpt.16,0,133,6003,0.6850082086299794,6003,16,Victim,group,444,0.4,unfair,0.0,1,1.81602786500298,Zero,-3.0,1
wfpt.16,0,134,6006,0.9993897164839376,6006,16,Victim,alone,447,0.0999999999999996,unfair,,1,0.640628699002264,Alone,,1
wfpt.16,1,0,5604,0.6610709700437559,5604,16,Victim,group,32,0.19999999999999898,unfair,1.0,0,-2.22342766099609,One,-1.0,1
wfpt.16,1,1,5609,0.8784709700437558,5609,16,Victim,group,37,1.3,unfair,1.0,0,-0.914669136000157,One,-1.0,1
wfpt.16,1,2,5613,0.7208901427163151,5613,16,Victim,group,41,0.5,unfair,4.0,1,0.9146692409995011,Four,3.0,1
wfpt.16,1,3,5614,1.216290142716315,5614,16,Victim,group,42,0.6,unfair,4.0,1,0.793747064999479,Four,3.0,1
wfpt.16,1,4,5626,1.026890142716315,5626,16,Victim,group,54,0.30000000000000104,unfair,4.0,1,0.600572087001638,Four,3.0,1
wfpt.16,1,5,5632,0.8474901427163151,5632,16,Victim,group,60,1.1,unfair,4.0,1,0.8091493690008059,Four,3.0,1
wfpt.16,1,6,5633,0.8392259168598117,5633,16,Victim,group,61,0.30000000000000104,unfair,3.0,1,1.32220776999748,Three,1.0,1
wfpt.16,1,7,5642,1.8200050939652477,5642,16,Victim,group,70,1.1,unfair,2.0,1,1.1346805499997599,Two,0.0,1
wfpt.16,1,8,5643,0.9885597242562905,5643,16,Victim,group,71,0.19999999999999898,unfair,0.0,0,-2.07944121600303,Zero,-3.0,1
wfpt.16,1,9,5645,1.1114050939652478,5645,16,Victim,group,73,0.4,unfair,2.0,1,1.9893350429993,Two,0.0,1
wfpt.16,1,10,5646,1.0021597242562903,5646,16,Victim,group,74,0.800000000000001,unfair,0.0,0,-1.02247310300299,Zero,-3.0,1
wfpt.16,1,11,5652,0.6090901427163151,5652,16,Victim,group,80,1.1,unfair,4.0,1,1.0394266500006801,Four,3.0,1
wfpt.16,1,12,5654,0.8190259168598117,5654,16,Victim,group,82,1.1,unfair,3.0,1,0.684286951000104,Three,1.0,1
wfpt.16,1,13,5655,1.0780709700437558,5655,16,Victim,group,83,0.800000000000001,unfair,1.0,0,-0.689478858999792,One,-1.0,1
wfpt.16,1,14,5657,1.8679597242562906,5657,16,Victim,group,85,0.5,unfair,0.0,0,-0.9801368309999821,Zero,-3.0,1
wfpt.16,1,15,5660,1.7445597242562902,5660,16,Victim,group,88,1.3,unfair,0.0,0,-0.856615917000454,Zero,-3.0,1
wfpt.16,1,16,5666,2.803959724256291,5666,16,Victim,group,94,0.19999999999999898,unfair,0.0,1,1.5919504779958502,Zero,-3.0,1
wfpt.16,1,17,5667,1.4340259168598117,5667,16,Victim,group,95,0.6,unfair,3.0,1,1.1819933260048898,Three,1.0,1
wfpt.16,1,18,5668,0.7308259168598117,5668,16,Victim,group,96,1.1,unfair,3.0,1,0.9164684610004771,Three,1.0,1
wfpt.16,1,19,5670,0.8122901427163152,5670,16,Victim,group,98,1.2,unfair,4.0,1,0.591415207003593,Four,3.0,1
wfpt.16,1,20,5674,1.3226901427163151,5674,16,Victim,group,102,1.1,unfair,4.0,1,0.7650402329963979,Four,3.0,1
wfpt.16,1,21,5676,2.572470970043756,5676,16,Victim,group,104,1.2,unfair,1.0,1,2.2214317020043395,One,-1.0,1
wfpt.16,1,22,5682,2.0181597242562903,5682,16,Victim,group,110,0.6,unfair,0.0,1,1.05138371900102,Zero,-3.0,1
wfpt.16,1,23,5683,1.8111597242562907,5683,16,Victim,group,111,0.699999999999999,unfair,0.0,1,0.81884733899642,Zero,-3.0,1
wfpt.16,1,24,5684,1.337173581773131,5684,16,Victim,alone,112,0.699999999999999,unfair,,1,0.876634209002077,Alone,,1
wfpt.16,1,25,5685,0.6196050939652477,5685,16,Victim,group,113,0.5,unfair,2.0,1,1.32761508299882,Two,0.0,1
wfpt.16,1,26,5686,0.6675597242562904,5686,16,Victim,group,114,1.0,unfair,0.0,1,1.53150249499595,Zero,-3.0,1
wfpt.16,1,27,5687,0.6628259168598116,5687,16,Victim,group,115,1.2,unfair,3.0,1,1.3413451169981299,Three,1.0,1
wfpt.16,1,28,5689,0.6893735817731308,5689,16,Victim,alone,117,0.19999999999999898,unfair,,1,0.8981637899996708,Alone,,1
wfpt.16,1,29,5690,0.7182050939652476,5690,16,Victim,group,118,0.6,unfair,2.0,1,1.63008550200175,Two,0.0,1
wfpt.16,1,30,5691,1.378670970043756,5691,16,Victim,group,119,0.800000000000001,unfair,1.0,1,0.740120766000473,One,-1.0,1
wfpt.16,1,31,5692,0.7144901427163151,5692,16,Victim,group,120,0.19999999999999898,unfair,4.0,1,0.669628975992964,Four,3.0,1
wfpt.16,1,32,5698,2.426670970043756,5698,16,Victim,group,126,0.5,unfair,1.0,1,0.94919500600372,One,-1.0,1
wfpt.16,1,33,5699,1.7920050939652479,5699,16,Victim,group,127,1.1,unfair,2.0,1,1.25830030699581,Two,0.0,1
wfpt.16,1,34,5703,0.7022259168598117,5703,16,Victim,group,131,0.699999999999999,unfair,3.0,1,1.1639609959966002,Three,1.0,1
wfpt.16,1,35,5706,0.7421735817731308,5706,16,Victim,alone,134,0.5,unfair,,1,1.14386378399649,Alone,,1
wfpt.16,1,36,5714,1.2788050939652478,5714,16,Victim,group,142,0.800000000000001,unfair,2.0,1,0.7667011240046121,Two,0.0,1
wfpt.16,1,37,5715,0.5792709700437559,5715,16,Victim,group,143,1.1,unfair,1.0,1,0.985576204999234,One,-1.0,1
wfpt.16,1,38,5718,-2.642476445617208,5718,16,Victim,group,146,0.5,unfair,1.0,1,0.9699941970029609,One,-1.0,1
wfpt.16,1,39,5722,1.0033597242562904,5722,16,Victim,group,150,0.5,unfair,0.0,1,1.03866105199995,Zero,-3.0,1
wfpt.16,1,40,5723,0.8008259168598117,5723,16,Victim,group,151,0.699999999999999,unfair,3.0,1,1.4153419099966398,Three,1.0,1
wfpt.16,1,41,5726,1.4480050939652478,5726,16,Victim,group,155,1.3,unfair,2.0,1,0.777196256996831,Two,0.0,1
wfpt.16,1,42,5727,-1.132183799114402,5727,16,Victim,group,156,1.2,unfair,2.0,1,0.642628954999964,Two,0.0,1
wfpt.16,1,43,5729,1.0224259168598118,5729,16,Victim,group,158,0.800000000000001,unfair,3.0,1,0.66756505700323,Three,1.0,1
wfpt.16,1,44,5732,1.5934259168598117,5732,16,Victim,group,161,0.800000000000001,unfair,3.0,1,0.7433848130021942,Three,1.0,1
wfpt.16,1,45,5736,2.5252050939652477,5736,16,Victim,group,165,0.699999999999999,unfair,2.0,1,1.00713344699761,Two,0.0,1
wfpt.16,1,46,5737,1.1866050939652477,5737,16,Victim,group,166,0.19999999999999898,unfair,2.0,1,0.647635989000264,Two,0.0,1
wfpt.16,1,47,5740,1.0640050939652477,5740,16,Victim,group,169,0.5,unfair,2.0,1,0.9471859729965221,Two,0.0,1
wfpt.16,1,48,5744,0.6742050939652476,5744,16,Victim,group,173,0.5,unfair,2.0,1,0.6106401430006371,Two,0.0,1
wfpt.16,1,49,5748,0.9380050939652478,5748,16,Victim,group,177,0.9,unfair,2.0,1,0.754101020000235,Two,0.0,1
wfpt.16,1,50,5749,1.7975597242562906,5749,16,Victim,group,178,0.0999999999999996,unfair,0.0,1,1.51906931999838,Zero,-3.0,1
wfpt.16,1,51,5750,0.7185597242562904,5750,16,Victim,group,179,0.5,unfair,0.0,1,0.887802519995603,Zero,-3.0,1
wfpt.16,1,52,5751,0.6628901427163151,5751,16,Victim,group,180,0.5,unfair,4.0,1,0.791540765996615,Four,3.0,1
wfpt.16,1,53,5752,0.6532259168598117,5752,16,Victim,group,181,0.800000000000001,unfair,3.0,1,0.7454918660005211,Three,1.0,1
wfpt.16,1,54,5754,1.0927735817731308,5754,16,Victim,alone,183,1.2,unfair,,1,0.873793056998693,Alone,,1
wfpt.16,1,55,5760,1.2250709700437559,5760,16,Victim,group,189,1.0,unfair,1.0,1,0.987515865002933,One,-1.0,1
wfpt.16,1,56,5766,1.1745597242562906,5766,16,Victim,group,195,0.5,unfair,0.0,1,1.5398761450051102,Zero,-3.0,1
wfpt.16,1,57,5768,-2.118961963335387,5768,16,Victim,group,197,0.4,unfair,0.0,1,1.56944207399647,Zero,-3.0,1
wfpt.16,1,58,5775,0.938070970043756,5775,16,Victim,group,204,0.19999999999999898,unfair,1.0,1,1.0228068059950601,One,-1.0,1
wfpt.16,1,59,5779,1.5510050939652478,5779,16,Victim,group,208,1.0,unfair,2.0,1,0.9214714390036529,Two,0.0,1
wfpt.16,1,60,5782,0.9966259168598117,5782,16,Victim,group,211,1.0,unfair,3.0,1,0.776314693001041,Three,1.0,1
wfpt.16,1,61,5784,0.6240259168598117,5784,16,Victim,group,213,0.800000000000001,unfair,3.0,1,1.2086990989992,Three,1.0,1
wfpt.16,1,62,5785,0.8814259168598118,5785,16,Victim,group,215,0.0999999999999996,unfair,3.0,1,0.9788896859972741,Three,1.0,1
wfpt.16,1,63,5789,0.9698901427163151,5789,16,Victim,group,219,0.9,unfair,4.0,1,0.8665770589941529,Four,3.0,1
wfpt.16,1,64,5791,1.5244259168598118,5791,16,Victim,group,222,0.6,unfair,3.0,1,1.26606816099957,Three,1.0,1
wfpt.16,1,65,5792,0.5884901427163151,5792,16,Victim,group,223,0.800000000000001,unfair,4.0,1,0.7727160690046729,Four,3.0,1
wfpt.16,1,66,5793,0.8316709700437559,5793,16,Victim,group,224,1.0,unfair,1.0,1,0.973418258996389,One,-1.0,1
wfpt.16,1,67,5795,-0.8607619633353873,5795,16,Victim,group,226,0.9,unfair,0.0,1,1.57293654700334,Zero,-3.0,1
wfpt.16,1,68,5796,0.8520259168598117,5796,16,Victim,group,227,1.1,unfair,3.0,1,0.7427238309974201,Three,1.0,1
wfpt.16,1,69,5797,0.6009735817731308,5797,16,Victim,alone,228,1.0,unfair,,1,0.7054653700033671,Alone,,1
wfpt.16,1,70,5801,0.8148050939652477,5801,16,Victim,group,234,0.6,unfair,2.0,1,1.06549965200247,Two,0.0,1
wfpt.16,1,71,5803,0.9504050939652477,5803,16,Victim,group,237,0.4,unfair,2.0,1,1.01349775400013,Two,0.0,1
wfpt.16,1,72,5804,1.8621597242562906,5804,16,Victim,group,238,0.6,unfair,0.0,1,1.7806087639983201,Zero,-3.0,1
wfpt.16,1,73,5812,0.7841597242562904,5812,16,Victim,group,246,1.2,unfair,0.0,1,1.0778221639993701,Zero,-3.0,1
wfpt.16,1,74,5819,0.8197735817731309,5819,16,Victim,alone,255,0.9,unfair,,1,0.8422693090033141,Alone,,1
wfpt.16,1,75,5820,0.6268259168598116,5820,16,Victim,group,256,1.0,unfair,3.0,1,0.547281421997468,Three,1.0,1
wfpt.16,1,76,5824,0.6554259168598117,5824,16,Victim,group,260,0.5,unfair,3.0,1,0.9326849700009922,Three,1.0,1
wfpt.16,1,77,5825,0.756270970043756,5825,16,Victim,group,261,1.1,unfair,1.0,1,2.5727201210029302,One,-1.0,1
wfpt.16,1,78,5826,0.8797597242562905,5826,16,Victim,group,262,1.3,unfair,0.0,1,0.9702108359997509,Zero,-3.0,1
wfpt.16,1,79,5832,0.8710050939652477,5832,16,Victim,group,268,0.6,unfair,2.0,1,0.9078434679977359,Two,0.0,1
wfpt.16,1,80,5836,1.6789597242562906,5836,16,Victim,group,272,0.699999999999999,unfair,0.0,1,1.16147152199846,Zero,-3.0,1
wfpt.16,1,81,5838,0.7368709700437559,5838,16,Victim,group,274,0.699999999999999,unfair,1.0,1,0.870257888003835,One,-1.0,1
wfpt.16,1,82,5839,2.402870970043756,5839,16,Victim,group,275,0.5,unfair,1.0,1,0.757588287997351,One,-1.0,1
wfpt.16,1,83,5852,0.9185735817731309,5852,16,Victim,alone,288,0.5,unfair,,1,0.8442766260050121,Alone,,1
wfpt.16,1,84,5854,1.4621597242562905,5854,16,Victim,group,290,1.0,unfair,0.0,1,2.78008339100052,Zero,-3.0,1
wfpt.16,1,85,5857,0.6760259168598116,5857,16,Victim,group,293,0.5,unfair,3.0,1,0.810983121002209,Three,1.0,1
wfpt.16,1,86,5859,0.8708259168598118,5859,16,Victim,group,295,1.0,unfair,3.0,1,0.682802602997981,Three,1.0,1
wfpt.16,1,87,5862,0.5888901427163151,5862,16,Victim,group,298,0.19999999999999898,unfair,4.0,1,1.1372552210014,Four,3.0,1
wfpt.16,1,88,5863,0.6678901427163151,5863,16,Victim,group,300,0.6,unfair,4.0,1,1.1484725650007,Four,3.0,1
wfpt.16,1,89,5867,0.9116050939652477,5867,16,Victim,group,304,0.9,unfair,2.0,1,0.624590721003187,Two,0.0,1
wfpt.16,1,90,5873,0.9840901427163151,5873,16,Victim,group,310,0.699999999999999,unfair,4.0,1,0.676817203006067,Four,3.0,1
wfpt.16,1,91,5875,0.6130901427163151,5875,16,Victim,group,312,0.30000000000000104,unfair,4.0,1,0.570751309998741,Four,3.0,1
wfpt.16,1,92,5876,1.707825916859812,5876,16,Victim,group,313,1.0,unfair,3.0,1,0.6421662969951291,Three,1.0,1
wfpt.16,1,93,5879,1.000670970043756,5879,16,Victim,group,316,0.4,unfair,1.0,1,1.9955336269995299,One,-1.0,1
wfpt.16,1,94,5882,0.7269735817731309,5882,16,Victim,alone,319,0.4,unfair,,1,0.713792990005459,Alone,,1
wfpt.16,1,95,5883,1.6007597242562905,5883,16,Victim,group,320,1.0,unfair,0.0,1,1.4228603969968399,Zero,-3.0,1
wfpt.16,1,96,5886,0.6416259168598116,5886,16,Victim,group,323,0.800000000000001,unfair,3.0,1,0.740038367999659,Three,1.0,1
wfpt.16,1,97,5887,0.6482901427163151,5887,16,Victim,group,324,0.9,unfair,4.0,1,0.781962440996722,Four,3.0,1
wfpt.16,1,98,5890,1.7151597242562906,5890,16,Victim,group,327,1.0,unfair,0.0,1,0.720357084996067,Zero,-3.0,1
wfpt.16,1,99,5892,1.245870970043756,5892,16,Victim,group,329,1.0,unfair,1.0,1,1.24666599000193,One,-1.0,1
wfpt.16,1,100,5895,0.8174709700437559,5895,16,Victim,group,332,0.699999999999999,unfair,1.0,1,1.0914826020016302,One,-1.0,1
wfpt.16,1,101,5897,1.2400050939652476,5897,16,Victim,group,334,0.9,unfair,2.0,1,1.49131447800028,Two,0.0,1
wfpt.16,1,102,5899,1.0162901427163151,5899,16,Victim,group,337,0.9,unfair,4.0,1,1.11434698000085,Four,3.0,1
wfpt.16,1,103,5900,1.0803597242562906,5900,16,Victim,group,339,0.0999999999999996,unfair,0.0,1,1.1763445600008702,Zero,-3.0,1
wfpt.16,1,104,5904,0.5746901427163151,5904,16,Victim,group,343,0.6,unfair,4.0,1,1.4060392519968399,Four,3.0,1
wfpt.16,1,105,5915,-0.7938764456172077,5915,16,Victim,group,354,0.4,unfair,1.0,1,0.678363172002719,One,-1.0,1
wfpt.16,1,106,5917,-1.0401837991144018,5917,16,Victim,group,356,1.3,unfair,2.0,1,0.75932512700092,Two,0.0,1
wfpt.16,1,107,5918,0.8696050939652478,5918,16,Victim,group,357,0.699999999999999,unfair,2.0,1,0.9181070000049659,Two,0.0,1
wfpt.16,1,108,5925,1.652205093965248,5925,16,Victim,group,364,0.0999999999999996,unfair,2.0,1,1.00598113500018,Two,0.0,1
wfpt.16,1,109,5926,0.8904259168598118,5926,16,Victim,group,365,0.19999999999999898,unfair,3.0,1,1.8400821979958,Three,1.0,1
wfpt.16,1,110,5928,0.8842901427163151,5928,16,Victim,group,368,1.3,unfair,4.0,1,2.73481240199908,Four,3.0,1
